image,path,uncertainty
0000327_03001_d_0000726.jpg,data\drifted\fog\val\images\0000327_03001_d_0000726.jpg,0.4817
0000242_05059_d_0000015.jpg,data\drifted\fog\val\images\0000242_05059_d_0000015.jpg,0.4806
0000271_00001_d_0000374.jpg,data\drifted\fog\val\images\0000271_00001_d_0000374.jpg,0.4803
0000356_04117_d_0000650.jpg,data\drifted\fog\val\images\0000356_04117_d_0000650.jpg,0.4802
0000356_00589_d_0000632.jpg,data\drifted\fog\val\images\0000356_00589_d_0000632.jpg,0.48
0000086_00000_d_0000001.jpg,data\drifted\fog\val\images\0000086_00000_d_0000001.jpg,0.4799
0000271_00401_d_0000376.jpg,data\drifted\fog\val\images\0000271_00401_d_0000376.jpg,0.4793
0000291_02001_d_0000878.jpg,data\drifted\fog\val\images\0000291_02001_d_0000878.jpg,0.4793
0000289_01601_d_0000819.jpg,data\drifted\fog\val\images\0000289_01601_d_0000819.jpg,0.4787
0000330_00001_d_0000800.jpg,data\drifted\fog\val\images\0000330_00001_d_0000800.jpg,0.4783
0000277_05001_d_0000562.jpg,data\drifted\fog\val\images\0000277_05001_d_0000562.jpg,0.4779
0000249_03900_d_0000011.jpg,data\drifted\fog\val\images\0000249_03900_d_0000011.jpg,0.4778
0000269_00001_d_0000348.jpg,data\drifted\fog\val\images\0000269_00001_d_0000348.jpg,0.4769
0000276_03601_d_0000525.jpg,data\drifted\fog\val\images\0000276_03601_d_0000525.jpg,0.4766
0000026_02500_d_0000029.jpg,data\drifted\fog\val\images\0000026_02500_d_0000029.jpg,0.4764
0000360_06861_d_0000748.jpg,data\drifted\fog\val\images\0000360_06861_d_0000748.jpg,0.476
0000330_01401_d_0000807.jpg,data\drifted\fog\val\images\0000330_01401_d_0000807.jpg,0.4754
0000287_01201_d_0000765.jpg,data\drifted\fog\val\images\0000287_01201_d_0000765.jpg,0.4752
0000277_01401_d_0000546.jpg,data\drifted\fog\val\images\0000277_01401_d_0000546.jpg,0.4746
0000345_07057_d_0000345.jpg,data\drifted\fog\val\images\0000345_07057_d_0000345.jpg,0.4745
0000280_01601_d_0000620.jpg,data\drifted\fog\val\images\0000280_01601_d_0000620.jpg,0.4744
0000249_02468_d_0000008.jpg,data\drifted\fog\val\images\0000249_02468_d_0000008.jpg,0.4739
0000271_01201_d_0000379.jpg,data\drifted\fog\val\images\0000271_01201_d_0000379.jpg,0.4738
0000193_01876_d_0000113.jpg,data\drifted\fog\val\images\0000193_01876_d_0000113.jpg,0.4733
0000291_01801_d_0000877.jpg,data\drifted\fog\val\images\0000291_01801_d_0000877.jpg,0.4724
0000330_00801_d_0000804.jpg,data\drifted\fog\val\images\0000330_00801_d_0000804.jpg,0.4723
0000244_04900_d_0000011.jpg,data\drifted\fog\val\images\0000244_04900_d_0000011.jpg,0.4719
0000280_02201_d_0000623.jpg,data\drifted\fog\val\images\0000280_02201_d_0000623.jpg,0.4717
0000072_02834_d_0000003.jpg,data\drifted\fog\val\images\0000072_02834_d_0000003.jpg,0.4705
0000346_02549_d_0000359.jpg,data\drifted\fog\val\images\0000346_02549_d_0000359.jpg,0.4704
0000249_01635_d_0000006.jpg,data\drifted\fog\val\images\0000249_01635_d_0000006.jpg,0.4693
0000220_01242_d_0000004.jpg,data\drifted\fog\val\images\0000220_01242_d_0000004.jpg,0.4692
0000330_02801_d_0000814.jpg,data\drifted\fog\val\images\0000330_02801_d_0000814.jpg,0.4685
0000271_06401_d_0000404.jpg,data\drifted\fog\val\images\0000271_06401_d_0000404.jpg,0.4684
0000271_00201_d_0000375.jpg,data\drifted\fog\val\images\0000271_00201_d_0000375.jpg,0.4683
0000276_03401_d_0000524.jpg,data\drifted\fog\val\images\0000276_03401_d_0000524.jpg,0.4679
0000295_01200_d_0000027.jpg,data\drifted\fog\val\images\0000295_01200_d_0000027.jpg,0.4674
0000289_03601_d_0000829.jpg,data\drifted\fog\val\images\0000289_03601_d_0000829.jpg,0.4672
0000360_05293_d_0000740.jpg,data\drifted\fog\val\images\0000360_05293_d_0000740.jpg,0.4663
0000076_02142_d_0000009.jpg,data\drifted\fog\val\images\0000076_02142_d_0000009.jpg,0.4656
0000271_04401_d_0000394.jpg,data\drifted\fog\val\images\0000271_04401_d_0000394.jpg,0.4644
0000215_00447_d_0000257.jpg,data\drifted\fog\val\images\0000215_00447_d_0000257.jpg,0.464
0000289_00201_d_0000812.jpg,data\drifted\fog\val\images\0000289_00201_d_0000812.jpg,0.4635
0000330_01601_d_0000808.jpg,data\drifted\fog\val\images\0000330_01601_d_0000808.jpg,0.4632
0000289_05001_d_0000836.jpg,data\drifted\fog\val\images\0000289_05001_d_0000836.jpg,0.4628
0000335_00197_d_0000044.jpg,data\drifted\fog\val\images\0000335_00197_d_0000044.jpg,0.4627
0000276_05001_d_0000532.jpg,data\drifted\fog\val\images\0000276_05001_d_0000532.jpg,0.4617
0000271_05601_d_0000400.jpg,data\drifted\fog\val\images\0000271_05601_d_0000400.jpg,0.4617
0000280_03401_d_0000629.jpg,data\drifted\fog\val\images\0000280_03401_d_0000629.jpg,0.4617
0000001_05999_d_0000011.jpg,data\drifted\fog\val\images\0000001_05999_d_0000011.jpg,0.4616
0000276_03001_d_0000522.jpg,data\drifted\fog\val\images\0000276_03001_d_0000522.jpg,0.4612
0000194_00998_d_0000124.jpg,data\drifted\fog\val\images\0000194_00998_d_0000124.jpg,0.4612
0000271_02601_d_0000386.jpg,data\drifted\fog\val\images\0000271_02601_d_0000386.jpg,0.4605
0000293_03601_d_0000940.jpg,data\drifted\fog\val\images\0000293_03601_d_0000940.jpg,0.4595
0000271_01401_d_0000380.jpg,data\drifted\fog\val\images\0000271_01401_d_0000380.jpg,0.4594
0000271_05201_d_0000398.jpg,data\drifted\fog\val\images\0000271_05201_d_0000398.jpg,0.4593
0000213_03920_d_0000243.jpg,data\drifted\fog\val\images\0000213_03920_d_0000243.jpg,0.4592
0000287_01001_d_0000764.jpg,data\drifted\fog\val\images\0000287_01001_d_0000764.jpg,0.4591
0000346_00001_d_0000346.jpg,data\drifted\fog\val\images\0000346_00001_d_0000346.jpg,0.4585
0000295_00000_d_0000021.jpg,data\drifted\fog\val\images\0000295_00000_d_0000021.jpg,0.4585
0000330_04601_d_0000823.jpg,data\drifted\fog\val\images\0000330_04601_d_0000823.jpg,0.4578
0000291_03401_d_0000885.jpg,data\drifted\fog\val\images\0000291_03401_d_0000885.jpg,0.4578
0000276_02001_d_0000517.jpg,data\drifted\fog\val\images\0000276_02001_d_0000517.jpg,0.4576
0000316_02001_d_0000529.jpg,data\drifted\fog\val\images\0000316_02001_d_0000529.jpg,0.4576
0000069_01878_d_0000005.jpg,data\drifted\fog\val\images\0000069_01878_d_0000005.jpg,0.4575
0000249_01100_d_0000004.jpg,data\drifted\fog\val\images\0000249_01100_d_0000004.jpg,0.457
0000356_01569_d_0000637.jpg,data\drifted\fog\val\images\0000356_01569_d_0000637.jpg,0.4569
0000301_01201_d_0000162.jpg,data\drifted\fog\val\images\0000301_01201_d_0000162.jpg,0.4569
0000295_02900_d_0000034.jpg,data\drifted\fog\val\images\0000295_02900_d_0000034.jpg,0.4562
0000280_01401_d_0000619.jpg,data\drifted\fog\val\images\0000280_01401_d_0000619.jpg,0.455
0000335_00589_d_0000046.jpg,data\drifted\fog\val\images\0000335_00589_d_0000046.jpg,0.4538
0000277_04601_d_0000561.jpg,data\drifted\fog\val\images\0000277_04601_d_0000561.jpg,0.453
0000271_06201_d_0000403.jpg,data\drifted\fog\val\images\0000271_06201_d_0000403.jpg,0.4528
0000215_02319_d_0000261.jpg,data\drifted\fog\val\images\0000215_02319_d_0000261.jpg,0.4526
0000289_04001_d_0000831.jpg,data\drifted\fog\val\images\0000289_04001_d_0000831.jpg,0.4519
0000296_01001_d_0000040.jpg,data\drifted\fog\val\images\0000296_01001_d_0000040.jpg,0.4517
0000360_02353_d_0000725.jpg,data\drifted\fog\val\images\0000360_02353_d_0000725.jpg,0.451
0000277_02001_d_0000549.jpg,data\drifted\fog\val\images\0000277_02001_d_0000549.jpg,0.4503
0000327_03401_d_0000728.jpg,data\drifted\fog\val\images\0000327_03401_d_0000728.jpg,0.4495
0000287_00401_d_0000761.jpg,data\drifted\fog\val\images\0000287_00401_d_0000761.jpg,0.4486
0000327_01801_d_0000720.jpg,data\drifted\fog\val\images\0000327_01801_d_0000720.jpg,0.4484
0000295_00600_d_0000024.jpg,data\drifted\fog\val\images\0000295_00600_d_0000024.jpg,0.4483
0000289_00601_d_0000814.jpg,data\drifted\fog\val\images\0000289_00601_d_0000814.jpg,0.4479
0000295_00800_d_0000025.jpg,data\drifted\fog\val\images\0000295_00800_d_0000025.jpg,0.4466
0000280_01801_d_0000621.jpg,data\drifted\fog\val\images\0000280_01801_d_0000621.jpg,0.4463
0000289_06801_d_0000845.jpg,data\drifted\fog\val\images\0000289_06801_d_0000845.jpg,0.4461
0000287_02401_d_0000771.jpg,data\drifted\fog\val\images\0000287_02401_d_0000771.jpg,0.446
0000295_01000_d_0000026.jpg,data\drifted\fog\val\images\0000295_01000_d_0000026.jpg,0.4458
0000330_00201_d_0000801.jpg,data\drifted\fog\val\images\0000330_00201_d_0000801.jpg,0.4456
0000276_03201_d_0000523.jpg,data\drifted\fog\val\images\0000276_03201_d_0000523.jpg,0.4449
0000237_00001_d_0000001.jpg,data\drifted\fog\val\images\0000237_00001_d_0000001.jpg,0.4448
0000277_01801_d_0000548.jpg,data\drifted\fog\val\images\0000277_01801_d_0000548.jpg,0.4448
0000271_05001_d_0000397.jpg,data\drifted\fog\val\images\0000271_05001_d_0000397.jpg,0.444
0000356_01765_d_0000638.jpg,data\drifted\fog\val\images\0000356_01765_d_0000638.jpg,0.4435
0000346_01961_d_0000356.jpg,data\drifted\fog\val\images\0000346_01961_d_0000356.jpg,0.443
0000316_01201_d_0000525.jpg,data\drifted\fog\val\images\0000316_01201_d_0000525.jpg,0.4427
0000316_01401_d_0000526.jpg,data\drifted\fog\val\images\0000316_01401_d_0000526.jpg,0.4425
0000269_00201_d_0000349.jpg,data\drifted\fog\val\images\0000269_00201_d_0000349.jpg,0.4421
0000271_07001_d_0000407.jpg,data\drifted\fog\val\images\0000271_07001_d_0000407.jpg,0.4411
0000162_00001_d_0000001.jpg,data\drifted\fog\val\images\0000162_00001_d_0000001.jpg,0.441
0000308_04401_d_0000327.jpg,data\drifted\fog\val\images\0000308_04401_d_0000327.jpg,0.441
0000271_05801_d_0000401.jpg,data\drifted\fog\val\images\0000271_05801_d_0000401.jpg,0.4401
0000316_00401_d_0000521.jpg,data\drifted\fog\val\images\0000316_00401_d_0000521.jpg,0.4399
0000215_03226_d_0000264.jpg,data\drifted\fog\val\images\0000215_03226_d_0000264.jpg,0.4398
0000335_01961_d_0000053.jpg,data\drifted\fog\val\images\0000335_01961_d_0000053.jpg,0.4393
0000276_00601_d_0000510.jpg,data\drifted\fog\val\images\0000276_00601_d_0000510.jpg,0.4392
0000194_00800_d_0000123.jpg,data\drifted\fog\val\images\0000194_00800_d_0000123.jpg,0.439
0000289_06401_d_0000843.jpg,data\drifted\fog\val\images\0000289_06401_d_0000843.jpg,0.439
0000215_01869_d_0000260.jpg,data\drifted\fog\val\images\0000215_01869_d_0000260.jpg,0.4389
0000360_06665_d_0000747.jpg,data\drifted\fog\val\images\0000360_06665_d_0000747.jpg,0.4388
0000023_00868_d_0000010.jpg,data\drifted\fog\val\images\0000023_00868_d_0000010.jpg,0.4388
0000327_00001_d_0000711.jpg,data\drifted\fog\val\images\0000327_00001_d_0000711.jpg,0.4388
0000271_03801_d_0000391.jpg,data\drifted\fog\val\images\0000271_03801_d_0000391.jpg,0.4385
0000289_05401_d_0000838.jpg,data\drifted\fog\val\images\0000289_05401_d_0000838.jpg,0.4384
0000360_03333_d_0000730.jpg,data\drifted\fog\val\images\0000360_03333_d_0000730.jpg,0.4382
0000301_00201_d_0000157.jpg,data\drifted\fog\val\images\0000301_00201_d_0000157.jpg,0.438
0000271_04801_d_0000396.jpg,data\drifted\fog\val\images\0000271_04801_d_0000396.jpg,0.4374
0000276_03801_d_0000526.jpg,data\drifted\fog\val\images\0000276_03801_d_0000526.jpg,0.4372
0000289_03401_d_0000828.jpg,data\drifted\fog\val\images\0000289_03401_d_0000828.jpg,0.4368
0000330_00401_d_0000802.jpg,data\drifted\fog\val\images\0000330_00401_d_0000802.jpg,0.4364
0000316_02201_d_0000530.jpg,data\drifted\fog\val\images\0000316_02201_d_0000530.jpg,0.4354
0000335_01765_d_0000052.jpg,data\drifted\fog\val\images\0000335_01765_d_0000052.jpg,0.4353
0000327_00201_d_0000712.jpg,data\drifted\fog\val\images\0000327_00201_d_0000712.jpg,0.4352
0000249_00235_d_0000002.jpg,data\drifted\fog\val\images\0000249_00235_d_0000002.jpg,0.4338
0000330_04401_d_0000822.jpg,data\drifted\fog\val\images\0000330_04401_d_0000822.jpg,0.4336
0000244_03000_d_0000007.jpg,data\drifted\fog\val\images\0000244_03000_d_0000007.jpg,0.4335
0000289_06201_d_0000842.jpg,data\drifted\fog\val\images\0000289_06201_d_0000842.jpg,0.4332
0000287_01601_d_0000767.jpg,data\drifted\fog\val\images\0000287_01601_d_0000767.jpg,0.4326
0000360_07645_d_0000752.jpg,data\drifted\fog\val\images\0000360_07645_d_0000752.jpg,0.4325
0000280_02601_d_0000625.jpg,data\drifted\fog\val\images\0000280_02601_d_0000625.jpg,0.4323
0000242_01475_d_0000007.jpg,data\drifted\fog\val\images\0000242_01475_d_0000007.jpg,0.4317
0000069_02480_d_0000007.jpg,data\drifted\fog\val\images\0000069_02480_d_0000007.jpg,0.4312
0000330_01801_d_0000809.jpg,data\drifted\fog\val\images\0000330_01801_d_0000809.jpg,0.431
0000276_02401_d_0000519.jpg,data\drifted\fog\val\images\0000276_02401_d_0000519.jpg,0.4309
0000335_00785_d_0000047.jpg,data\drifted\fog\val\images\0000335_00785_d_0000047.jpg,0.4308
0000327_01401_d_0000718.jpg,data\drifted\fog\val\images\0000327_01401_d_0000718.jpg,0.4306
0000277_02201_d_0000550.jpg,data\drifted\fog\val\images\0000277_02201_d_0000550.jpg,0.4306
0000360_04117_d_0000734.jpg,data\drifted\fog\val\images\0000360_04117_d_0000734.jpg,0.43
0000277_03601_d_0000556.jpg,data\drifted\fog\val\images\0000277_03601_d_0000556.jpg,0.4299
0000330_01001_d_0000805.jpg,data\drifted\fog\val\images\0000330_01001_d_0000805.jpg,0.4299
0000289_02401_d_0000823.jpg,data\drifted\fog\val\images\0000289_02401_d_0000823.jpg,0.4296
0000069_00483_d_0000002.jpg,data\drifted\fog\val\images\0000069_00483_d_0000002.jpg,0.4295
0000289_05801_d_0000840.jpg,data\drifted\fog\val\images\0000289_05801_d_0000840.jpg,0.4294
0000199_01269_d_0000166.jpg,data\drifted\fog\val\images\0000199_01269_d_0000166.jpg,0.429
0000360_00393_d_0000715.jpg,data\drifted\fog\val\images\0000360_00393_d_0000715.jpg,0.4288
0000289_02001_d_0000821.jpg,data\drifted\fog\val\images\0000289_02001_d_0000821.jpg,0.4285
0000280_01201_d_0000618.jpg,data\drifted\fog\val\images\0000280_01201_d_0000618.jpg,0.4283
0000303_03401_d_0000200.jpg,data\drifted\fog\val\images\0000303_03401_d_0000200.jpg,0.4282
0000335_04313_d_0000065.jpg,data\drifted\fog\val\images\0000335_04313_d_0000065.jpg,0.4273
0000276_00401_d_0000509.jpg,data\drifted\fog\val\images\0000276_00401_d_0000509.jpg,0.4273
0000289_06001_d_0000841.jpg,data\drifted\fog\val\images\0000289_06001_d_0000841.jpg,0.427
0000289_00001_d_0000811.jpg,data\drifted\fog\val\images\0000289_00001_d_0000811.jpg,0.4268
0000330_03001_d_0000815.jpg,data\drifted\fog\val\images\0000330_03001_d_0000815.jpg,0.4266
0000280_02401_d_0000624.jpg,data\drifted\fog\val\images\0000280_02401_d_0000624.jpg,0.4263
0000215_01395_d_0000259.jpg,data\drifted\fog\val\images\0000215_01395_d_0000259.jpg,0.426
0000269_00601_d_0000351.jpg,data\drifted\fog\val\images\0000269_00601_d_0000351.jpg,0.4253
0000360_03921_d_0000733.jpg,data\drifted\fog\val\images\0000360_03921_d_0000733.jpg,0.4241
0000327_01001_d_0000716.jpg,data\drifted\fog\val\images\0000327_01001_d_0000716.jpg,0.4208
0000330_04001_d_0000820.jpg,data\drifted\fog\val\images\0000330_04001_d_0000820.jpg,0.4204
0000289_06601_d_0000844.jpg,data\drifted\fog\val\images\0000289_06601_d_0000844.jpg,0.4202
0000289_03001_d_0000826.jpg,data\drifted\fog\val\images\0000289_03001_d_0000826.jpg,0.4196
0000283_00401_d_0000676.jpg,data\drifted\fog\val\images\0000283_00401_d_0000676.jpg,0.4189
0000330_00601_d_0000803.jpg,data\drifted\fog\val\images\0000330_00601_d_0000803.jpg,0.4176
0000346_03921_d_0000366.jpg,data\drifted\fog\val\images\0000346_03921_d_0000366.jpg,0.4175
0000271_06001_d_0000402.jpg,data\drifted\fog\val\images\0000271_06001_d_0000402.jpg,0.4172
0000103_04122_d_0000033.jpg,data\drifted\fog\val\images\0000103_04122_d_0000033.jpg,0.4157
0000280_00201_d_0000613.jpg,data\drifted\fog\val\images\0000280_00201_d_0000613.jpg,0.4157
0000253_00001_d_0000001.jpg,data\drifted\fog\val\images\0000253_00001_d_0000001.jpg,0.4154
0000360_07253_d_0000750.jpg,data\drifted\fog\val\images\0000360_07253_d_0000750.jpg,0.4154
0000069_02163_d_0000006.jpg,data\drifted\fog\val\images\0000069_02163_d_0000006.jpg,0.415
0000360_03137_d_0000729.jpg,data\drifted\fog\val\images\0000360_03137_d_0000729.jpg,0.4148
0000277_04401_d_0000560.jpg,data\drifted\fog\val\images\0000277_04401_d_0000560.jpg,0.4148
0000242_01912_d_0000008.jpg,data\drifted\fog\val\images\0000242_01912_d_0000008.jpg,0.4137
0000242_00963_d_0000005.jpg,data\drifted\fog\val\images\0000242_00963_d_0000005.jpg,0.4133
0000330_02201_d_0000811.jpg,data\drifted\fog\val\images\0000330_02201_d_0000811.jpg,0.4113
0000215_00909_d_0000258.jpg,data\drifted\fog\val\images\0000215_00909_d_0000258.jpg,0.4112
0000024_01543_d_0000015.jpg,data\drifted\fog\val\images\0000024_01543_d_0000015.jpg,0.4104
0000335_03333_d_0000060.jpg,data\drifted\fog\val\images\0000335_03333_d_0000060.jpg,0.4094
0000359_01373_d_0000706.jpg,data\drifted\fog\val\images\0000359_01373_d_0000706.jpg,0.4091
0000312_00001_d_0000414.jpg,data\drifted\fog\val\images\0000312_00001_d_0000414.jpg,0.4085
0000249_01514_d_0000005.jpg,data\drifted\fog\val\images\0000249_01514_d_0000005.jpg,0.4074
0000069_00713_d_0000003.jpg,data\drifted\fog\val\images\0000069_00713_d_0000003.jpg,0.4071
0000330_03201_d_0000816.jpg,data\drifted\fog\val\images\0000330_03201_d_0000816.jpg,0.4052
0000287_02001_d_0000769.jpg,data\drifted\fog\val\images\0000287_02001_d_0000769.jpg,0.405
0000312_00201_d_0000415.jpg,data\drifted\fog\val\images\0000312_00201_d_0000415.jpg,0.4042
0000330_02001_d_0000810.jpg,data\drifted\fog\val\images\0000330_02001_d_0000810.jpg,0.4038
0000289_00801_d_0000815.jpg,data\drifted\fog\val\images\0000289_00801_d_0000815.jpg,0.401
0000280_02801_d_0000626.jpg,data\drifted\fog\val\images\0000280_02801_d_0000626.jpg,0.4005
0000280_02001_d_0000622.jpg,data\drifted\fog\val\images\0000280_02001_d_0000622.jpg,0.4001
0000117_01731_d_0000089.jpg,data\drifted\fog\val\images\0000117_01731_d_0000089.jpg,0.3998
0000242_04600_d_0000014.jpg,data\drifted\fog\val\images\0000242_04600_d_0000014.jpg,0.3989
0000312_02201_d_0000425.jpg,data\drifted\fog\val\images\0000312_02201_d_0000425.jpg,0.3988
0000359_01961_d_0000707.jpg,data\drifted\fog\val\images\0000359_01961_d_0000707.jpg,0.3986
0000316_01601_d_0000527.jpg,data\drifted\fog\val\images\0000316_01601_d_0000527.jpg,0.3981
0000276_02201_d_0000518.jpg,data\drifted\fog\val\images\0000276_02201_d_0000518.jpg,0.3967
0000287_00201_d_0000760.jpg,data\drifted\fog\val\images\0000287_00201_d_0000760.jpg,0.3949
0000359_02353_d_0000708.jpg,data\drifted\fog\val\images\0000359_02353_d_0000708.jpg,0.3933
0000289_05201_d_0000837.jpg,data\drifted\fog\val\images\0000289_05201_d_0000837.jpg,0.3933
0000271_06601_d_0000405.jpg,data\drifted\fog\val\images\0000271_06601_d_0000405.jpg,0.3932
0000289_01001_d_0000816.jpg,data\drifted\fog\val\images\0000289_01001_d_0000816.jpg,0.3931
0000249_00603_d_0000003.jpg,data\drifted\fog\val\images\0000249_00603_d_0000003.jpg,0.393
0000242_03668_d_0000012.jpg,data\drifted\fog\val\images\0000242_03668_d_0000012.jpg,0.3915
0000242_02762_d_0000010.jpg,data\drifted\fog\val\images\0000242_02762_d_0000010.jpg,0.3911
0000213_05745_d_0000247.jpg,data\drifted\fog\val\images\0000213_05745_d_0000247.jpg,0.3905
0000295_00200_d_0000022.jpg,data\drifted\fog\val\images\0000295_00200_d_0000022.jpg,0.3895
0000287_02801_d_0000773.jpg,data\drifted\fog\val\images\0000287_02801_d_0000773.jpg,0.3881
0000271_05401_d_0000399.jpg,data\drifted\fog\val\images\0000271_05401_d_0000399.jpg,0.3866
0000289_02201_d_0000822.jpg,data\drifted\fog\val\images\0000289_02201_d_0000822.jpg,0.3862
0000312_01201_d_0000420.jpg,data\drifted\fog\val\images\0000312_01201_d_0000420.jpg,0.3862
0000242_04116_d_0000013.jpg,data\drifted\fog\val\images\0000242_04116_d_0000013.jpg,0.3861
0000276_01201_d_0000513.jpg,data\drifted\fog\val\images\0000276_01201_d_0000513.jpg,0.3838
0000335_06665_d_0000077.jpg,data\drifted\fog\val\images\0000335_06665_d_0000077.jpg,0.3832
0000276_05201_d_0000533.jpg,data\drifted\fog\val\images\0000276_05201_d_0000533.jpg,0.3824
0000290_04001_d_0000867.jpg,data\drifted\fog\val\images\0000290_04001_d_0000867.jpg,0.381
0000271_06801_d_0000406.jpg,data\drifted\fog\val\images\0000271_06801_d_0000406.jpg,0.3806
0000289_02601_d_0000824.jpg,data\drifted\fog\val\images\0000289_02601_d_0000824.jpg,0.3804
0000289_03201_d_0000827.jpg,data\drifted\fog\val\images\0000289_03201_d_0000827.jpg,0.3803
0000312_04201_d_0000435.jpg,data\drifted\fog\val\images\0000312_04201_d_0000435.jpg,0.3797
0000103_04513_d_0000034.jpg,data\drifted\fog\val\images\0000103_04513_d_0000034.jpg,0.3792
0000333_03333_d_0000018.jpg,data\drifted\fog\val\images\0000333_03333_d_0000018.jpg,0.3762
0000103_03349_d_0000031.jpg,data\drifted\fog\val\images\0000103_03349_d_0000031.jpg,0.3737
0000335_00393_d_0000045.jpg,data\drifted\fog\val\images\0000335_00393_d_0000045.jpg,0.373
0000242_02400_d_0000009.jpg,data\drifted\fog\val\images\0000242_02400_d_0000009.jpg,0.3703
0000287_02201_d_0000770.jpg,data\drifted\fog\val\images\0000287_02201_d_0000770.jpg,0.369
0000333_02745_d_0000015.jpg,data\drifted\fog\val\images\0000333_02745_d_0000015.jpg,0.369
0000216_00520_d_0000001.jpg,data\drifted\fog\val\images\0000216_00520_d_0000001.jpg,0.3688
0000335_00001_d_0000043.jpg,data\drifted\fog\val\images\0000335_00001_d_0000043.jpg,0.3679
0000276_04401_d_0000529.jpg,data\drifted\fog\val\images\0000276_04401_d_0000529.jpg,0.3645
0000312_00601_d_0000417.jpg,data\drifted\fog\val\images\0000312_00601_d_0000417.jpg,0.3636
0000296_00601_d_0000038.jpg,data\drifted\fog\val\images\0000296_00601_d_0000038.jpg,0.3623
0000333_02157_d_0000012.jpg,data\drifted\fog\val\images\0000333_02157_d_0000012.jpg,0.3585
0000359_02549_d_0000709.jpg,data\drifted\fog\val\images\0000359_02549_d_0000709.jpg,0.3584
0000271_07401_d_0000409.jpg,data\drifted\fog\val\images\0000271_07401_d_0000409.jpg,0.3552
0000103_00502_d_0000027.jpg,data\drifted\fog\val\images\0000103_00502_d_0000027.jpg,0.3523
0000333_03137_d_0000017.jpg,data\drifted\fog\val\images\0000333_03137_d_0000017.jpg,0.3501
0000289_03801_d_0000830.jpg,data\drifted\fog\val\images\0000289_03801_d_0000830.jpg,0.3495
0000335_03921_d_0000063.jpg,data\drifted\fog\val\images\0000335_03921_d_0000063.jpg,0.3489
0000335_04117_d_0000064.jpg,data\drifted\fog\val\images\0000335_04117_d_0000064.jpg,0.3483
0000287_04801_d_0000781.jpg,data\drifted\fog\val\images\0000287_04801_d_0000781.jpg,0.3469
0000335_05097_d_0000069.jpg,data\drifted\fog\val\images\0000335_05097_d_0000069.jpg,0.3466
0000242_03199_d_0000011.jpg,data\drifted\fog\val\images\0000242_03199_d_0000011.jpg,0.3464
0000312_01001_d_0000419.jpg,data\drifted\fog\val\images\0000312_01001_d_0000419.jpg,0.3432
0000333_02941_d_0000016.jpg,data\drifted\fog\val\images\0000333_02941_d_0000016.jpg,0.3425
0000335_06861_d_0000078.jpg,data\drifted\fog\val\images\0000335_06861_d_0000078.jpg,0.3415
0000312_02401_d_0000426.jpg,data\drifted\fog\val\images\0000312_02401_d_0000426.jpg,0.3408
0000215_02932_d_0000263.jpg,data\drifted\fog\val\images\0000215_02932_d_0000263.jpg,0.3385
0000335_03725_d_0000062.jpg,data\drifted\fog\val\images\0000335_03725_d_0000062.jpg,0.338
0000335_06469_d_0000076.jpg,data\drifted\fog\val\images\0000335_06469_d_0000076.jpg,0.336
0000327_01201_d_0000717.jpg,data\drifted\fog\val\images\0000327_01201_d_0000717.jpg,0.3359
0000359_03529_d_0000712.jpg,data\drifted\fog\val\images\0000359_03529_d_0000712.jpg,0.3327
0000287_03001_d_0000774.jpg,data\drifted\fog\val\images\0000287_03001_d_0000774.jpg,0.332
0000129_02411_d_0000138.jpg,data\drifted\fog\val\images\0000129_02411_d_0000138.jpg,0.3242
0000316_01801_d_0000528.jpg,data\drifted\fog\val\images\0000316_01801_d_0000528.jpg,0.3219
0000333_02353_d_0000013.jpg,data\drifted\fog\val\images\0000333_02353_d_0000013.jpg,0.3188
0000001_05499_d_0000010.jpg,data\drifted\fog\val\images\0000001_05499_d_0000010.jpg,0.3165
0000026_00500_d_0000025.jpg,data\drifted\fog\val\images\0000026_00500_d_0000025.jpg,0.3146
0000026_04978_d_0000034.jpg,data\drifted\fog\val\images\0000026_04978_d_0000034.jpg,0.3091
0000333_00001_d_0000001.jpg,data\drifted\fog\val\images\0000333_00001_d_0000001.jpg,0.3067
0000287_05001_d_0000782.jpg,data\drifted\fog\val\images\0000287_05001_d_0000782.jpg,0.3006
0000333_01961_d_0000011.jpg,data\drifted\fog\val\images\0000333_01961_d_0000011.jpg,0.2992
0000333_02549_d_0000014.jpg,data\drifted\fog\val\images\0000333_02549_d_0000014.jpg,0.2945
0000287_03401_d_0000776.jpg,data\drifted\fog\val\images\0000287_03401_d_0000776.jpg,0.2945
0000289_07201_d_0000847.jpg,data\drifted\fog\val\images\0000289_07201_d_0000847.jpg,0.2933
0000333_03725_d_0000020.jpg,data\drifted\fog\val\images\0000333_03725_d_0000020.jpg,0.2915
0000333_03529_d_0000019.jpg,data\drifted\fog\val\images\0000333_03529_d_0000019.jpg,0.2876
0000026_01000_d_0000026.jpg,data\drifted\fog\val\images\0000026_01000_d_0000026.jpg,0.2847
0000333_01765_d_0000010.jpg,data\drifted\fog\val\images\0000333_01765_d_0000010.jpg,0.2787
0000289_07001_d_0000846.jpg,data\drifted\fog\val\images\0000289_07001_d_0000846.jpg,0.2747
0000026_03500_d_0000031.jpg,data\drifted\fog\val\images\0000026_03500_d_0000031.jpg,0.2691
